,title,price,source,product_link,thumbnail,rating,reviews
695,Myntra Campus Sutra Dry-Fit Sports T-shirt,₹434,Myntra,https://www.google.com/shopping/product/8742273465712695946?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRXXjblsCL0ZaC2_DwnF6OejBJ-tGtCF8dJcebGJ0joft1mDXxr3t_cZY7bnEsVl5CrZIJC3ZMI,4.8,9.0
696,Boldfit Men's Active Quick Dry T-shirt,₹499,Amazon.in,https://www.google.com/shopping/product/5786326371107616564?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTeon3uhOmuPdwhIEtN7L7pgm0Yxyg_cx2REm9rf6ErIj_nd3zhcHpSBzD8pf88U0V2v9pIjoYDP4b81xX-mKGAaXkyZKXbY4K2zywO0qZSOh4H2wyDFiVoHA,5.0,3.0
697,Domyos By Decathlon Solid Men Crew Neck,₹399,Decathlon Sports India,https://www.google.com/shopping/product/14198565585379646223?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTHMrFhbtZN0n6PHv3x7FSeGJOJOcSx3cl3an72T2-ZOK_EAiedBsKOWKiDZ9w8fxziKo3Ehkz6Rw0j_ILsOQwyuFjH71TAtas8C4s_OwOBXKqYKJ1345NJdg,4.6,6300.0
698,Sports52 Wear Men's Dri-FIT Training T-shirt,₹123,Myntra,https://www.google.com/shopping/product/15928002287179608741?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTGga8G0xhXzkKeu9ZPO9BUw19El1ArVgB6p9MdkAAkTKmWZ5UxG5AoiB3fHQZKVihYdD40yjHsqMBQdy7qsyvzjTmTiJc0Mboy82DVTSmpFef2eF5DeTCW,4.3,3.0
699,"Boldfit Fluorescent Yellow Polyester T-shirt - Regular Fit, Moisture Wicking Sports Wear",₹279.30,Amazon.in,https://www.google.com/shopping/product/16654917481567301168?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTKRkMHqA4P4gRPKyLEN3gNpDMhcoET0mzMyhwnkhR47o7T95sggXsH_lrBv3UIldYZRmQuI9o7iDzSyG8VoN88TpLaDuWG2HPUpV690jtCgdu4fKoFHVEZiQ,4.2,9.0
700,DRIEQUIP Men's Big & Tall Short Sleeve Moisture Wicking Athletic T-Shirt,"₹2,815",desertcart.in,https://www.google.com/shopping/product/10560366487394373715?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcToiLjfbSNj4VUdp5Y4SP9SvCyy6uHKAsOrI0g8mCQAH6_MadHXY7t_PY-nb0U1CZcLuQnj4eW1rYYU3aBRrgfD08hWWafBSrqeb1cwCLIpFEk-myGcDITAyQ,4.8,284.0
701,Men's Fitness T-Shirt Sportee 100 - Black,₹199,Decathlon Sports India,https://www.google.com/shopping/product/1?gl=in&prds=pid:12054272314170429943,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ39wCHc3TbxvE0C0AhiETiW5EBtEH002T8Ry4V3efWGdOHQFK6hSiSgYaOR2qAhgurpXznMbxQDVqdUVH0u-umOEnhY0LO3l77lqsN5iqFo_bUQDjaI4Jg4g,4.4,15000.0
702,Cultsport Women's Train All Dry Fit T-shirt,₹599,Flipkart,https://www.google.com/shopping/product/7121273457957068212?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTSTsHxqNrug2ddLSATRe1FCjOT6Ds3blj4ABva8QeWPPT42M2lMbFOMKfgQ8mLUSVXIRFV6YtpIq18q3Ku55-RRRWfqi_qHKX9euiLiV1Zh4p_g9B4LpQy7A,4.6,62.0
703,Jockey AM95 Men Super Combed Cotton Rich Solid Round Neck Full Sleeve T-Shirt,₹779,Jockey India,https://www.google.com/shopping/product/13394057910164795971?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT5q7DWEnJDmDux7UIwZs1AZbQI9x0g6EsKXHsyUVq5kyWr-X9rvdL5hwnNpqyXM4BJC1o_QK0ZJ9FJwycnIc4bUwLXUXutDGwEdBnb-Ia09UVofk8TLGQX,4.3,295.0
704,Nike Men's Dri-FIT UV Miler Short-Sleeve Running T-shirt,"₹1,695",Myntra,https://www.google.com/shopping/product/13207076557048528527?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSW4fZc-up5c94in_unsxt-qcojv3G-5tNNpa4L1XJz5Uo4Gd0Px7z8SJxnAQnedf3AiCzIZF4Q34bwObOLkP6y79nZYoK9zhbKAqR7W7DdKwQElGOncjOy,4.3,604.0
705,Technosport Men's Antimicrobial Long Sleeve T-Shirt,₹324,Flipkart,https://www.google.com/shopping/product/12732824043676762447?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTBswUBFWt2bpuiMvnqlP3tsqaj7WIXDdDC7oCnEt98KZPTetdSQmnWgJoBkgqV9xOnVjxN_rkKDqxf0PWBTOL1NbljalLdD4ov4Xc-YwS6J1NymGqiKrJR,4.5,34.0
706,Tiedye Men's Compression Full Sleeve T-Shirt,"₹1,249",Aesthetic Nation - No. 1 Gym Wear,https://www.google.com/shopping/product/15230832664218633113?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRClb6oY1vaJAflmLAQpXhoUj_9yWCdOfQFCoPalRPmzY579R9o2BixOwzYIYso6OWXltaWW3Q63WANwadeADE4TsmlECIOzILbaQUr37MP7sADqm6zEYpB,4.5,4.0
707,Men's Active Gym Oversized Side Split T-Shirt,"₹1,649",Myntra,https://www.google.com/shopping/product/7088309093497259584?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRRQO6ZxymFKg-PbCfQwPayUAUYZmZRfUFbjzJ8YsZRvaS21UEafXMJAhE6B3LBXbYGK1Q5yWgDW6wh48cSZQCWyv2RkGcSTe98QxLkdlBusZc3PKiW93fFOg,2.0,4.0
708,ATHLISIS High Neck Long Sleeves Dri-FIT Training or Gym T-shirt by Myntra,₹740,Myntra,https://www.google.com/shopping/product/14280935152169163837?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSGBd65bUhAeMYhm7KA_tbHWiyTQOQgcaKXYUt3zsFkvrXbvbMmjQcQvTRtl76KxRu5f0XVi8izUdsYS1jUq08c6BtaHUuQf3SlmHQzeH3GUPmgFBj7pHW3,3.4,5.0
709,"Boldfit Fluorescent Yellow Polyester T-shirt - Regular Fit, Moisture Wicking Sports Wear",₹279.30,Amazon.in,https://www.google.com/shopping/product/16654917481567301168?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTKRkMHqA4P4gRPKyLEN3gNpDMhcoET0mzMyhwnkhR47o7T95sggXsH_lrBv3UIldYZRmQuI9o7iDzSyG8VoN88TpLaDuWG2HPUpV690jtCgdu4fKoFHVEZiQ,4.2,9.0
710,Under Armour Black Vanish Energy Long Sleeve T-Shirt,"₹4,299",TATA CLiQ LUXURY,https://www.google.com/shopping/product/1?gl=in&prds=pid:4680285797726780925,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRyYU0SZnrRnU9uLUwpI7UF0maZjvtrB2j7IXCvhrk0YvaDpad6nMTRi0vyqDPO3Xx4RmmNablaeyoKcaQRqdEvxx8YHwqb4zaci-ZiuYEFsq5fjuSXpOQFhw,4.6,95.0
711,Tiedye Men's Compression Full Sleeve T-Shirt,"₹1,249",Aesthetic Nation - No. 1 Gym Wear,https://www.google.com/shopping/product/15230832664218633113?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRClb6oY1vaJAflmLAQpXhoUj_9yWCdOfQFCoPalRPmzY579R9o2BixOwzYIYso6OWXltaWW3Q63WANwadeADE4TsmlECIOzILbaQUr37MP7sADqm6zEYpB,4.5,4.0
712,Under Armour Men's Vanish Energy Full Sleeve T-Shirt,"₹4,299",Under Armour,https://www.google.com/shopping/product/13347860760095760115?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSsgqJvUtHi1zm_7HEOsw8GKpY6Ag9s47wwQMHpCixqPFoU2hmwEGKHUyEWQ0w_Oo9tKWjxuP6Cn7t1MK1uC1YB0-Ra58beI5DYvtt_zXzPUCVaswPa6si_pg,4.6,96.0
713,Cult Men's Long Distance Running T-shirt,₹559,cultstore.com,https://www.google.com/shopping/product/5241677477425690878?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQvgBvNtkHfODu3kWtPFOGUDrMJkPbJ8_3-e_nB62BVWuM7y0NBCodF9vj9_ivzfmBCY2bFdUyNqBmdwQnf7feF6j0o1p8qa9dc1GcttsyTfzQTnwT_cH88lw,5.0,1.0
714,COVER Story Women's Pearl Neck Rib T-Shirt,₹372,Myntra,https://www.google.com/shopping/product/7700796234024925493?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS_92dAWrSBJkUa_AMfGwZ7-5tNn0cTEI8dsoh0PukNyAWkArrsXnRbwTOSfKeHIF0lBvMeLpfQl_-r0oQQMw8Taqb3p8Cf0VPyCDJOS0YDtNUaFOpyD2RxXw,2.6,5.0
715,The Souled Store Aladin Her Grace Women Oversized T-shirt,₹799,Amazon.in,https://www.google.com/shopping/product/1861238801519311802?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT70_OrdBnbBjlG4JOGdE0YOTyFzNkTTCfI4hM4T8Sy2X5vOhRCDaStYwY8Gi3H6_o8Ec3KWf-mUO-qg_NMMhKkbUDBNsbmjMkf6K2lhXyKoz2w16jUr6nr3w,4.5,87.0
716,Levis Men's Diljit Typography Crew Neck T-shirt,₹989,Myntra,https://www.google.com/shopping/product/16614823508267441177?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT-_KF_K3Qhh62XxWCEEJjyLlPS5J0KR-QPXEzOsg9Mlil5ymBLvhw1pvbQs2wJcD92rBBjnAahczVF1pp56xyheQCa6NnjPmbuK2_9cQUwvW8uydDQ2cA_,5.0,2.0
717,Jockey Women's Super Combed Cotton Stripe Fabric Relaxed Fit T-Shirt,₹749,Nykaa,https://www.google.com/shopping/product/13947327769508572641?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSDsiBDuU91vBUarULyHyUORcxuM3JYLy6qhLBIWCy3rhqZbjQkluXCgnjUwW3yNmmZ-z-ziR1ICCUzEIHH5xL6H3PrRPsMsFvew7oj8saIv0BExUDHdCcm,4.6,53.0
718,Celio Men's Printed Oversized T-shirt,₹674,Myntra,https://www.google.com/shopping/product/11582475553687728643?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSw7qcu5pVHPEZMtoQaBQrjE0X-TYnqhxHwG2UPIVrngeleoLOFRDye_dweYLb4MBC21Vb4vZH0ApUVyCO6Fpb2dpo_FDSuH8y3a8GCoDVPGdnnx_Gg6kGj,3.0,2.0
719,The Souled Store Men's The Big Bang Theory Bazinga Oversized T-Shirt,"₹1,049",Amazon.in,https://www.google.com/shopping/product/17648596629484252737?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSyNMsPcAQyVikPDiOn45ia90-Ky_F1PkjmmJeVe-PFa5F0lvFa_n4VTb-UEq2MRq4YviuXJY8MTaSmDSCXCawUQH6feHgNZCFvkOIiGrkby6Y_XUa6lEFv,5.0,3.0
720,The Souled Store Women's Powerpuff Girls Stay Fiesty Oversized T-shirt,₹649,The Souled Store,https://www.google.com/shopping/product/16899269179689917119?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTYci85F_FjWNmsGloYyHSuhkxLH0_EETmbyKQHFUS0fYBXyyxTPnR4GqNMJLwnuMs0bY5eQEDk9G1_QzGFOLVxeUyGj3qDk-nDoHj-FeKZ8G9qk7oACk9c,4.5,32.0
721,H&M Ladies The Rolling Stones Oversized printed T-shirt,"₹1,299",H&M,https://www.google.com/shopping/product/10965350626355991438?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTDitNEwsv-yIJJ79uKx0MIn5q9pGrptgJkProhOig8xIusrbWQVJYxPVvoP7iVVMsn58qCaSLPdGT_mfpVLPWneNPI4A_w4ViD7ID41JA,4.3,13.0
722,SOIE Half Sleeve Printed Soft Cotton Modal Lounge T-Shirt,₹384,Myntra,https://www.google.com/shopping/product/101861757666338859?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSrSPXOIxUct76TtBEJoqVhtiJAofk3fgZPpnvzqcfAUwpAOs4mwy4AsMK4xinOCyTUgaLQJB09-Vo_Ixf4XK6z4Zjf-OFUYG4Y4W0mCInkA8gqXAoi-xdbzQ,4.0,2.0
723,Celio Men's Printed Oversized T-shirt,₹674,Myntra,https://www.google.com/shopping/product/11582475553687728643?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTXqxXJheYB-jALXdGs3TAQNm0_12eYF5EWMyGko-VK422jfctTgqTW7oPDTJkyR-goOUPMR-q8tklGaF71PdViZReoIeSgxLALCOaj4O2nEOzxGUcmW5OM,3.0,2.0
724,Levis DILLUMINATI TOUR TEE 1,₹989,Myntra,https://www.google.com/shopping/product/7741483399139009361?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ9rA1FZg1a6a6l4MFSEUVA26n5zaI8krOnCiEJ07kULdq9AWYRhF-CMGr1uq2uatDIrz1Bk4o6xmUWP9dEaFH6duOLyrHzOmLhEPESMwa6K3GgIgcTOoO37Q,5.0,2.0
725,Jockey Women's Super Combed Cotton Stripe Fabric Relaxed Fit T-Shirt,₹749,Myntra,https://www.google.com/shopping/product/13947327769508572641?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSgeOPpkdjQIJhzXsJYhQ_WHSP9aZCxMCeV3YPtmM77LBl8rbX9NpuRo703EPszK8uB1nn_KxMnAOeduSXU4NyXe45VXkX1_Rhfp_RYJdvAaxyRg_sZuieaqA,4.6,53.0
726,boohooMAN Men's Oversized Nirvana License T-Shirt,₹524,Myntra,https://www.google.com/shopping/product/9326670884822252255?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ-RKdao9Tm9Em33FpxXV_48jqmw5jHGFEmmH0zSNfg0EkOU3smWVf7JL4tgjxOHiZZ5ODwckVCTD8X_7VBLh3vCRcsEfim9NMWCVdIEe587OPC3rp3uGidfw,4.8,91.0
727,Soie Women's Printed Lounge T-Shirt,₹420,Myntra,https://www.google.com/shopping/product/13592013775927835378?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTOSZOy5vnVkJdSuGvFYKTNU0uriKEM44CJPxoSWE1LioOdX61-Y_QdLWcbcfeNBJ4xzdDWAKpjNtsQFyEYEF3Wy90BwTkFooYWDo3Kh7cizIRiBSv0HpHzNJA,3.8,4.0
728,The Banyan Tee Custom T Shirt,₹949,The Banyan Tee,https://www.google.com/shopping/product/10801232867619838090?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSJUS5VKK6xX_GNdJYapNz86E9tO2A4e3aheyyQsbjshvUjcvSckLJUJjV9thHQMxba7OVNMvgj,4.9,21.0
729,Custom Premium Quality Easy Customization T Shirt,₹949,The Banyan Tee,https://www.google.com/shopping/product/12813223556792557606?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS4lzFQHJcV6yjrnKvUXqONKm0gbfmKSqIeUC1SBiozYoJP46gwoguD27urKU6zq-OGg5-3Q8V0,5.0,2.0
730,Men's My Name Printed Half Sleeves T-Shirt,₹449,yourPrint.in,https://www.google.com/shopping/product/8689051853830004349?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQYDDVODsffVQs6jgXTLZ3QhyAYp3Z_CTasR42Ky3zkgP0rDW7YkCRlkhlYJQ,4.0,1.0
731,Men's No Min. Qty T-Shirts,₹420,Vistaprint.in,https://www.google.com/shopping/product/269686508637319428?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTxYU3iwTJRguSU4-wLmf1xK0BWophKxOX6moQnLKJKODgo8F7BW82-v0uC0kFg8wIjeD1zy7Xv,4.4,42.0
732,Custom Name Retro Shirt,"₹1,127",Etsy,https://www.google.com/shopping/product/17249139299033470363?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSMTEPRFQBUrNd1Qhd8cBaYFza6mtOg_cXxDLRHlCH9wXzF8Mg7szfgJyvi8texlxVvCJgOC2Pn,5.0,3.0
733,Men's Customized Half Sleeve T-Shirt,₹379,yourPrint.in,https://www.google.com/shopping/product/1495400978792097652?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRqao6vo--Db6iemGfjNzZc1fjnwqps3AD9_WltqmZpW6d4Xs-YC4GTxv0dgQ,4.7,139.0
734,Men's Custom Modern & Simple T-Shirts,₹420,Vistaprint.in,https://www.google.com/shopping/product/10090971219121557665?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQiBfWqPvT3oHiqI5uqYMLgsyrT4hCKwjeUeE08fYU_aEbRCCQ4xE-GtUoVOI68wOrnJZofnOY,4.4,42.0
735,Men's Dri Fit Customized Half Sleeve T-Shirt,₹159,yourPrint.in,https://www.google.com/shopping/product/3005484912356405715?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTkB1FUDTtkeot01OoNOQp5eY0u8oTtooM8xwkFNg-r5oEkkzQ79_ZjJ9Cyb_U,4.7,144.0
736,Personalized Traditional & Classic Polyester T-shirts,₹320,Vistaprint.in,https://www.google.com/shopping/product/13630010716055390419?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRRVjy0B1wt-YC20GfuAXo6qBOkJlGqI3qYigvW98jPvloWmp-bvttucPCM37Ixnvf39XHAbCiaZ75hLZVQLE6zU_1_qVbppPJ-BoTk6P4z-Rx6eoeGRJhSsA,3.5,20.0
737,Men's Dri Fit Customized Half Sleeve T-Shirt,₹159,yourPrint.in,https://www.google.com/shopping/product/3005484912356405715?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQQSp-E5WSz6sQfAJg8QcmvpiLj2BsTFGQo7mB4T0Lwb3Ix3Bt2kfOJ8Z6-swvxIW5DbIkdm8ZDctl7H1V7DL1EHeIkU7QNiGDsqLCvyRDJiWGr2KEXcQ0t0A,4.7,144.0
738,Men's Personalized T-Shirts,₹420,Vistaprint.in,https://www.google.com/shopping/product/4485517138381868869?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSZ4KZzzzs5V8gjHaBuBAQvY8zs8n0745caM59GozdDBqH17Q5scg69qndgPy3bf-cJcZNClw9129Vg8W9BGrXrW91IO-Kt5JoxGIhypaFw4MIzHTZuzV6T8w,4.4,42.0
739,Men's Custom Modern & Simple T-Shirts,₹420,Vistaprint.in,https://www.google.com/shopping/product/10090971219121557665?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT9KpMML1AvXZidBogYfmgIfTeRbLSoS8IoHSTdBKlW4OWxSFqGfTN3aHzpDNeIxP3LzDwx5StPHaSkFSS4MnVIAPgz3Whm60ZryHD_ia7SPoH8t9--k6Tc,4.4,42.0
740,Women's Customized Half Sleeve T-Shirt,₹449,yourPrint.in,https://www.google.com/shopping/product/1207872806222546107?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR5KIwFP1qMWs88ywVsDavoSe5qSKeuFgZU0chzmgAkxn8tHV6XPNthrP8r77ZPd3Y_hqY7QQl0JvbtSf0hgyzk6dEV-3qnm3vKOQBcz5PxfkfIIXsh9Wpz,4.8,25.0
741,Custom Polyester T-shirts,₹320,Vistaprint.in,https://www.google.com/shopping/product/4854629410095630342?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTDDRVFimqBBa5ndzIgeSGdamcTEZolgasMhuto_ziUcY6bEUEiaVSdcAQSf_EAtH69AlYt_qp-vttmzP3HcH5J5XoGaj_TlAees1Tv5an7J2KWyPbST4Yukw,3.5,20.0
742,Men's Personalized No Min. Qty Father's Day T-Shirt,₹420,Vistaprint.in,https://www.google.com/shopping/product/11732994887377213811?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTnGmEdnymqInNaIM-38OU0WIeOyaU7xjavKwXBCKJJQmN5Wm6g-71JWGvWiC7Fjs8VOlaZX5kTO4X2UYXNQMKg7TLULQ5vPjnXeoQAQGHhUtnOjq4T55gy,4.4,42.0
743,Men's Customized Full Sleeve Raglan T-Shirt,₹499,yourPrint.in,https://www.google.com/shopping/product/13071307235352227359?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRPyIAb6TInjd_pQgjFoXK6hu57o5NvaDTzwI5UI4d1VjNUDt_ahXQ8fLn31P9ZpycO8fVePazORtEX4PrJsyiu8L4O_GXLmJzygwqJSZ4fhSkAEP4xrFVYxA,5.0,1.0
744,Men's Custom Premium Cotton T-Shirt,₹470,Vistaprint.in,https://www.google.com/shopping/product/5292897110433781935?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQwAbok7Xne2xeFTozQayWukMGpPAPPmC0vuTS0UBc0TeuV01osJW3xJ1RJrliQd3olxVCqHibNiv2CJLQbaQr4iMKcmxPWEhpW0YfOjesG-63XCejqDz24,4.4,22.0
745,Men's Personalized Premium Cotton T-Shirt,₹470,Vistaprint.in,https://www.google.com/shopping/product/11680079399981514695?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRIAombmOWb75l5_9-hRdNx52fkqRnt1Qz3RmCYkJahfSLh3xLlkp1qsgbYLaGeWwkGeTte-LihowkghoHv9Mc9K2yvSoKTDwMOSTMBOgwRXlD5x6JAmqXD,4.4,22.0
746,Custom Basic Polyester T-shirts,₹370,Vistaprint.in,https://www.google.com/shopping/product/14714331700084056295?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQoaBTssHr4bcpAZH2Fk4wSdIBxsIJbOJf3w5AyAjxRMspB5yMlFP7chlLXkZrUCuxGL-0bBGVGkHcapJrl3-ibCEtGohqOjI5OkRpKlIwoNHLh151Sd-F8,3.6,5.0
747,Men's Personalized No Min. Qty T-Shirts,₹420,Vistaprint.in,https://www.google.com/shopping/product/12548949819309081334?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRZQoZVcus350xKVB13SrHnWq25ngZuhwYdrvS4D06w2WXJTKXFaaKL7mOPCKDJ0OAupda1dUJkVeRQkMM6acnJkR2i_DVfxCj5s2Uf-7icbgdcVbGkbHFK,4.4,42.0
748,Custom Text Design Personalized Writing Saying T-Shirt,₹680,Etsy,https://www.google.com/shopping/product/7975080840921451156?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT4qzf1_wohzsNHPpwG-x1jqBuTWdAl9hKMm0rhSTmGkR1aMtVCC39ORhHAy-tCfY34Dz8MvY-UmLNXMcYD7tiHs0Z0z50In9vJng5BjExpsmgXgak7tKMGwQ,4.7,491.0
749,Travel T-shirt,₹621,Etsy,https://www.google.com/shopping/product/11370220583710686317?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRIh0yUJ-IpwkMnrySgAw-_jf6i08rCf1AgDUJjuF-UWGM13X7x7WtRal0Mi2GO4jDEJYXvVSRH9855qChrGzfUrdUG1fBTs8PbegIcHkgc0q7TTRlQukaPsQ,5.0,5.0
750,Reebok Men's Lifestyle Travel T-shirt,₹899,Myntra,https://www.google.com/shopping/product/17144947967742861663?gl=in,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRQxSBU3-LNZoajABRrHkWrECgHwesktM6iClFeJ6FnphlyDcdvI8Hfs1dPzqN-nfhby8h31MPV6P8-5PzmJqmrZqQA9XEd_Y9D6QY9wl7coPZrVWrGRRSj_A,4.6,5.0
751,Let's Travel The World T-Shirt,₹666,Etsy,https://www.google.com/shopping/product/1548323720052649395?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ1iON0qlWUUtLHGMBG0w5reB5S64uL2A98V6EfSuV0pzXYNzsHkupnCjwufe2SjM-xpK323X8VgoAccjmA9RbGOiM8xBzfQoz62G2QG1lhm4dJb2qbRLyJ,4.7,3.0
752,Lets Travel Shirt,₹666,Etsy,https://www.google.com/shopping/product/4962649175052721139?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQiYa3jayraNP3SqgsghQNOyjfun3PiDVqO8MtJdXlDVKUCyWC_IIPeGOlkMKjJmn6TYGcIW1G9gYRpdH3wws-6SlkuQAb7_N4jc6CRPkhVUexCLq1UNM491b8,4.8,4.0
753,Let's Travel The World T-Shirt,₹666,Etsy,https://www.google.com/shopping/product/1548323720052649395?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ1iON0qlWUUtLHGMBG0w5reB5S64uL2A98V6EfSuV0pzXYNzsHkupnCjwufe2SjM-xpK323X8VgoAccjmA9RbGOiM8xBzfQoz62G2QG1lhm4dJb2qbRLyJ,4.7,3.0
754,Travel T-shirt,₹666,Etsy,https://www.google.com/shopping/product/8500344564058744379?gl=in,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR60cWXFg0j173k5xW8JINkWmfF93bj6dLmz0xFDs09DBivifTzbNgV2MY6ZzuqG2YmMARZXQ8WjwJsWwfMX3Ux5MWgp-5vw8QAufQMCkEHGPd6yKCOjIOMKQY,4.5,2.0
755,Travel Addict Shirt,₹666,Etsy,https://www.google.com/shopping/product/4478696658953069134?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS46-Dw14oQnlaycozueTWfUbhZuF0sAicb1aBVPbjWo4DNX2eWovlXoNR4imhMB8rbyOZT2EOFtnMigenEygAQJarWpckzfFdievGRa-unW3sGnaeyNXk5aOU,5.0,3.0
756,Traveler Gift Travel Shirt,₹843,Etsy,https://www.google.com/shopping/product/6574231418059554293?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR8GsqRHcGD1bVgyYQCIXfPdopeC6oAkDDEGLP4Xkn05RhjpGQu5ahyYkghGsD8LSg_sNbIWyoikuj9-ZOC-bf9NkqFgeANnz0_0yUCHAhb8qlGYHAeAShbJA,4.7,7.0
757,Max Men's Solid Lounge T-Shirt,₹199,Myntra,https://www.google.com/shopping/product/1787256616926049138?gl=in,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRvP8Zwd5ZZMgbVAF1U9zuKwvrSJnMYAVV2jmTIejC1cwVqCKvql2SFhcn3RcvREvU9R1B82lg05QOVCM63oYofMe8VSywm2vusxPvkbJQwcFQQprmxUcjWWQ,4.3,758.0
758,Boldfit Men's Quick Dry Fit T-Shirt,₹349,Amazon.in,https://www.google.com/shopping/product/17149792951745870935?gl=in,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTzblOgiUUFzD3EHKgT5w6uunivMd3JQV033G1dkSjLMuTgSDW59bAlIc-60gaDwJE86mhq5sMX2iXNDe93A6rfEnoGcfNY-FxGisuR0K14D81d_UHevN_cEQ,4.8,17.0
